语例ID,主语(目标域),谓语(源域),谓语中心词,主语中心词,源域,源域名称,目标域,目标域名称,映射方向,映射方向标签,CFMC源域频次,C_entrench,BCC词频,L_entrench,余弦相似度,Sem_dist,修饰成分,Con_cue,D_reg客观基线,D_trans客观基线,CA客观基线,CA基线等级
xb_00178,党,劳动人民的大救星,救星,党,NT,自然,SC,社会,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_00179,"""均贫富""的口号",当时劳动群众反对地主阶级剥削压迫的战斗纲领,纲领,口号,WR,战争,SC,社会,3,抽象→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00180,我国医药学,宝贵的遗产,遗产,医药学,EC,经济,TH,思维,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_00181,工人阶级,发展社会主义生产的决定力量,力量,阶级,FC,力量,SC,社会,2,具体→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00182,中日两国政府联合声明,指导两国关系的准则,准则,声明,OB,物体,SC,社会,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00183,毛主席的无产阶级革命路线,指引人们向沙漠胜利进军的灯塔,灯塔,路线,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00184,中朝两国人民,一家人,一家人,人民,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00185,批林批孔运动,发展社会主义生产的强大推动力,推动力,运动,FC,力量,SC,社会,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00186,马克思主义,革命人民的有力武器,武器,马克思主义,WR,战争,TH,思维,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00187,重工业,发展轻工业的宝库,宝库,重工业,EC,经济,SC,社会,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_00188,青年,革命事业的生力军,生力军,青年,WR,战争,SC,社会,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00189,阶级斗争,推动社会历史前进的动力,动力,斗争,FC,力量,SC,社会,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00190,阶级斗争的理论,在整个无产阶级专政时期战胜困难和不断前进的动力,动力,理论,FC,力量,TH,思维,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00191,人民群众,革命战争的主要力量,力量,群众,FC,力量,SC,社会,2,具体→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00192,最强大的一种生产力,革命阶级本身,阶级,生产力,FC,力量,SC,社会,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00193,棉蚜,危害棉花生长的顽敌,顽敌,棉蚜,HM,人体,MR,机器,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00194,毛泽东同志,革命思想的巨人之一,之一,同志,SP,空间,AB,抽象,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_00195,毛主席革命路线,革命人民的生命线,生命线,路线,LV,生命,SC,社会,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_00196,伟大的毛泽东思想,革命人民力量的源泉,源泉,思想,NT,自然,TH,思维,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_00197,毛泽东思想,革命传家宝,传家宝,思想,OB,物体,TH,思维,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00198,他的思想,指引后代的灯塔,灯塔,思想,OB,物体,TH,思维,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00199,毛主席的革命路线,劳动人民的生命线,生命线,路线,LV,生命,SC,社会,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_00200,帝国主义,革命人民的反面教员,教员,帝国主义,HM,人体,MR,机器,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00201,马克思主义,指引无产阶级夺取胜利的战斗旗帜,旗帜,马克思主义,WR,战争,TH,思维,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00202,工会,学校,学校,工会,MC,医疗,SC,社会,1,具体→具体,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_00203,古代文化,发展无产阶级新文化的借鉴,借鉴,文化,EC,经济,TM,时间,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_00204,兴修水利,发展农业生产的关键,关键,水利,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00205,毛主席三个世界战略方针,指导世界革命的强大武器,武器,方针,WR,战争,TH,思维,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00206,毛主席的革命路线,指引长征胜利的灯塔,灯塔,路线,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00207,妇女,劳动大军,大军,妇女,WR,战争,SC,社会,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00208,最强大的生产力,革命阶级本身,阶级,生产力,FC,力量,SC,社会,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00209,知识分子,革命力量,力量,知识分子,FC,力量,SC,社会,4,抽象→具体,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00210,实用主义,垄断资产阶级的市侩哲学,市侩,实用主义,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00211,女交通员,革命战争中千百万浴血献身的共产党人和无数革命先烈的一个代表,代表,女交,HM,人体,LF,光线,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00212,钢铁工业,现代化工业的基础,基础,工业,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00213,我们的事业,服务人民,人民,事业,HM,人体,AB,抽象,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00214,管好市场,发展农业生产的一个重要条件,条件,市场,HM,人体,EV,事件,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00215,电力,发展基础工业的原动力,原动力,电力,FC,力量,AB,抽象,2,具体→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00216,共产党,劳动人民的救命恩人,恩人,共产党,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00217,牧场,发展畜牧业的物质基础,基础,牧场,OB,物体,EV,事件,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00218,毛泽东思想,检验真理的标准,标准,思想,OB,物体,TH,思维,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00219,四人帮的反革命政治纲领,迫害老干部的刀子,刀子,纲领,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00220,霸权主义,威胁世界和平,和平,霸权主义,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00221,利润,发展国民经济、提高人民生活水平的一个来源,来源,利润,NT,自然,MR,机器,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_00222,电力工业,现代化工业的基本动力,动力,工业,FC,力量,SC,社会,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00223,杂草,威胁作物生长的一大祸害,祸害,杂草,OB,物体,AB,抽象,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00224,列车,活动标语牌,标语牌,列车,OB,物体,AB,抽象,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00225,知识分子,劳动人民一部分,人民,知识分子,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00226,创造性精神,革命理论活的灵魂,灵魂,精神,BD,建筑,MR,机器,3,抽象→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_00227,文艺,整个革命机器中的齿轮和螺丝钉,螺丝钉,文艺,MC,医疗,EV,事件,2,具体→抽象,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_00228,情人的眼睛,测量爱情最灵敏的温度计,温度计,眼睛,OB,物体,ST,结构,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00229,宗教,麻醉人民的鸦片烟,烟,宗教,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00230,发展配合饲料,现代化畜牧业的物质基础,基础,饲料,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00231,法律,保护人民、打击敌人、惩罚犯罪的有力武器,武器,法律,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00232,检验真理的标准,实践,实践,标准,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00233,办好生产队,发展农业生产的基础,基础,生产队,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00234,科技人员,建设四个现代化的生力军,生力军,人员,WR,战争,TH,思维,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00235,共产党员,改造世界的人,人,共产党员,OB,物体,SC,社会,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00236,农民群众,建设社会主义的可靠同盟军,同盟军,群众,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00237,市场,检验企业经营成败的试金石,试金石,市场,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00238,价格,调整供需矛盾、控制消耗、促进生产的一种手段或经济杠杆,杠杆,价格,OB,物体,TM,时间,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00239,白蚁,危害木材、房屋建筑的大敌,大敌,白蚁,OB,物体,MR,机器,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00240,群众,革命力量的源泉,源泉,群众,NT,自然,SC,社会,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_00241,社会,教育孩子的大课堂,大课堂,社会,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00242,我国羽绒制品,出口商品中的一株新花,花,制品,LV,生命,AB,抽象,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_00243,医院里,社会的缩影,缩影,医院,OB,物体,SC,社会,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00244,爱国主义,建设社会主义的巨大精神力量,力量,爱国主义,FC,力量,MR,机器,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00245,强大的武器,劳动生产率,生产率,武器,WR,战争,EV,事件,4,抽象→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00246,主义,研究问题的指南针,指南针,主义,OB,物体,TH,思维,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00247,革命的理论,革命运动的先导,先导,理论,OB,物体,TH,思维,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00248,中美建交公报以及和平共处五项原则,发展两国关系的基石,基石,原则,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00249,买办资产阶级,革命对象,对象,资产阶级,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00250,劳动,财富的源泉,源泉,劳动,NT,自然,LF,光线,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_00251,老干部,我们党和国家的宝贵财富,财富,老干部,EC,经济,LF,光线,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_00252,群众,真正的英雄,英雄,群众,HM,人体,LF,光线,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00253,人民群众,历史的创造者,创造者,群众,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00254,党的基层组织,党的全部工作和战斗力的基础,基础,组织,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00255,市场,企业的生命线,生命线,市场,LV,生命,AB,抽象,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_00256,群众,真正的铜墙铁壁,铜墙铁壁,群众,WR,战争,LF,光线,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00257,我们的文学艺术,人民的文学艺术,艺术,艺术,OB,物体,EV,事件,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00258,人民,历史的主人,主人,人民,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00259,法律,保护人民群众权利的武器,武器,法律,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00260,森林中的棒槌鸟,传播人参种子的媒鸟,媒鸟,棒槌鸟,OB,物体,MR,机器,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00261,妇女,"家庭中的""半边天""","天""",妇女,OB,物体,SC,社会,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00262,家庭,建设社会主义精神文明的一个重要阵地,阵地,家庭,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00263,直辖市顾问委员会,同级党的委员会的政治上的助手和参谋,参谋,委员会,BD,建筑,SC,社会,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_00264,中国共产党,统帅,统帅,共产党,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00265,农民和知识分子,建设大军,大军,知识分子,WR,战争,TH,思维,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00266,首犯,犯罪集团的核心人物,人物,首犯,SP,空间,AB,抽象,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_00267,森林资源调查队伍,发展林业的侦察尖兵,尖兵,队伍,WR,战争,LF,光线,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00268,市场,检验社会商品生产最灵敏的尺子,生产,市场,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00269,1972年签署的德意志民主共和国和德意志联邦共和国的关系基础条约,发展两国关系的支柱,支柱,条约,FC,力量,AB,抽象,2,具体→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00270,中青年知识分子,发展科学技术的重要力量,力量,知识分子,FC,力量,TH,思维,4,抽象→具体,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00271,武装警察部队,执法护法的部队,部队,部队,WR,战争,AB,抽象,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00272,拐卖妇女,剥削制度的产物,产物,妇女,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00273,文风,透视党风的一个窗口,窗口,文风,BD,建筑,AB,抽象,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_00274,艺术遗迹和旅游景观的结合,"一个旅游的""黄金走廊""",走廊,结合,TR,交通,AB,抽象,2,具体→抽象,41,0.5276,,,,,,,0.211,,0.1161,1
xb_00275,现代汉语,祖国语言的重要组成部分,部分,汉语,OB,物体,CM,通讯,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00276,合同,致富的桥梁,桥梁,合同,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00277,老一辈革命家,指引方向的火炬,火炬,革命家,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00278,条约中规定的原则,指导主权国家之间关系的普遍准则,准则,原则,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00279,正确的批评与自我批评,为人治病的药石,药石,批评,OB,物体,LF,光线,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00280,发展县级经济,发展农村商品生产的强大推动力,推动力,经济,FC,力量,EV,事件,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00281,现在的人民子弟兵,建设精神文明的模范,文明,子弟兵,OB,物体,LF,光线,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00282,小城镇,调节城乡人口分布的巨大蓄水库,蓄水库,城镇,MC,医疗,AB,抽象,1,具体→具体,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_00283,少先队员,革命事业接班人,接班人,少先队员,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00284,体育场,综合设施的中心工程,工程,体育场,SP,空间,AB,抽象,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_00285,这些车,发展矿业的宝贝,宝贝,车,OB,物体,AB,抽象,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00286,《瞭望》周刊海外版,传播友谊的桥梁,桥梁,海外版,OB,物体,AB,抽象,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00287,科学技术,实现四个现代化的关键,关键,技术,OB,物体,TH,思维,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00288,学生,教学过程中认识活动的主体,主体,学生,OB,物体,AB,抽象,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00289,顾问委员会,过渡形式,形式,委员会,OB,物体,SC,社会,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00290,小城镇,发展城市和农村商品经济的纽带和桥梁,桥梁,城镇,OB,物体,AB,抽象,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00291,环境,人类生存的条件,条件,环境,HM,人体,AB,抽象,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00292,领导机关,决策机关,机关,机关,MC,医疗,SC,社会,1,具体→具体,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_00293,政治经济学,消费经济学的理论基础,基础,经济学,OB,物体,TH,思维,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00294,银行,调节国民经济的重要杠杆,杠杆,银行,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00295,扬子鳄,节能大师,大师,扬子鳄,HM,人体,MR,机器,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00296,中国,一个和平和稳定的力量,力量,中国,FC,力量,SC,社会,2,具体→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00297,法律,实践经验的总结,总结,法律,FD,食物,AB,抽象,3,抽象→抽象,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_00298,开展对外保险,发展我国对外贸易和经济往来的需要,需要,保险,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00299,技术实力,这些公司的生存之本,本,实力,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00300,青少年,建设体育强国的生力军,生力军,青少年,WR,战争,SC,社会,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00301,两个社会主义国家的根本利益,发展睦邻关系的客观基础,基础,利益,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00302,影剧院,宣传社会主义精神文明的重要阵地,阵地,影剧院,WR,战争,AB,抽象,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00303,冶金企业,耗能大户,大户,企业,OB,物体,SC,社会,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00304,钢架工事,他们的写作室,写作室,工事,SP,空间,AB,抽象,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_00305,出版社,生产精神食粮的,食粮,出版社,FD,食物,AB,抽象,2,具体→抽象,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_00306,社会主义经济法,保障经济体制改革和现代化建设顺利进行的有力武器,武器,经济法,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00307,文化站,建设农村集镇文化中心的阵地,阵地,文化站,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00308,产品说明书,指导人们正确使用产品的老师,老师,说明书,HM,人体,AB,抽象,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_00309,音乐,启迪人们智慧的一把钥匙,钥匙,音乐,OB,物体,EV,事件,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00310,商业,生产领域和消费领域之间的桥梁和中介,中介,商业,OB,物体,EV,事件,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00311,自然保护区,研究鸟类的基地,基地,保护区,OB,物体,AB,抽象,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00312,马克思主义,人类文化的精华,精华,马克思主义,FD,食物,TH,思维,2,具体→抽象,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_00313,土地,发展农业的最宝贵的资源,资源,土地,EC,经济,AB,抽象,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_00314,合同工,劳动制度改革的产物,产物,合同工,OB,物体,SC,社会,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00315,金钱,竞选机器运转的燃料,燃料,金钱,FC,力量,AB,抽象,2,具体→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00316,金钱,政治生活的母乳,母乳,金钱,FD,食物,AB,抽象,2,具体→抽象,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_00317,法律,保护人民、打击犯罪的武器,武器,法律,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_00318,保证质量,发展成人教育的生命,生命,质量,LV,生命,AB,抽象,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_00319,人民军队,建设社会主义重要力量,力量,军队,FC,力量,SC,社会,4,抽象→具体,84,0.6271,,,,,,,0.2508,,0.138,1
xb_00320,村民委员会,政府和群众联系的桥梁,桥梁,委员会,OB,物体,SC,社会,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_00321,实验科学,科学技术发展中很活跃的部分,发展,科学,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00322,生活,创作的源泉,源泉,生活,NT,自然,LF,光线,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_00323,农业,发展国民经济的基础,基础,农业,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00324,社会主义的根本任务,发展生产力,生产力,任务,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_00325,云雾山,救命山,救命山,云雾山,HM,人体,AB,抽象,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
