语例ID,主语(目标域),谓语(源域),谓语中心词,主语中心词,源域,源域名称,目标域,目标域名称,映射方向,映射方向标签,CFMC源域频次,C_entrench,BCC词频,L_entrench,余弦相似度,Sem_dist,修饰成分,Con_cue,D_reg客观基线,D_trans客观基线,CA客观基线,CA基线等级
xb_02327,农业,国民经济基础,基础,农业,AB,抽象,EC,经济,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02328,玉米,旱田作物之王,王,玉米,HM,人体,LV,生命,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02329,当今世界主题,和平与发展,发展,主题,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02330,人民群众,文明创建的主力军,主力军,群众,WR,战争,HM,人体,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_02331,家,亲情的港湾,港湾,家,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02332,收入分配制度,社会公平正义的重要体现,体现,制度,AB,抽象,SC,社会,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02333,县委,关键,关键,县委,AB,抽象,SC,社会,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02334,人民群众,历史的主人,主人,群众,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02335,人民,国家的根本,根本,人民,LV,生命,HM,人体,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02336,资金,企业的血液,血液,资金,BD,建筑,EC,经济,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02337,一分钟时间,财富中最贵重的财富,财富,时间,EC,经济,TM,时间,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02338,农民,土地的主人,主人,农民,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02339,毛泽东同志的科学著作,我国革命的历史记录和经验总结,经验,著作,AB,抽象,OB,物体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02340,现代企业制度,社会主义市场经济体制的基础,基础,制度,AB,抽象,EC,经济,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02341,思想和政治,灵魂,灵魂,政治,AB,抽象,TH,思维,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02342,思想,灵魂,灵魂,思想,AB,抽象,TH,思维,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02343,语言文字,人们交流思想的工具,工具,文字,OB,物体,CM,通讯,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02344,毛主席,当代的列宁,列宁,主席,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02345,恐怖主义,全世界的敌人,敌人,恐怖主义,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02346,人才,企业的第一资本,资本,人才,EC,经济,HM,人体,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02347,树木,生命圈的核心,核心,树木,AB,抽象,LV,生命,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02348,国有企业,国民经济的骨干力量,力量,企业,FC,力量,EC,经济,2,具体→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_02349,人间正道,沧桑,沧桑,正道,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02350,国际海底及其资源,人类共同财产,财产,资源,EC,经济,NT,自然,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02351,取得战争胜利的决定性因素,人,人,因素,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02352,军队现代化建设成败的关键,人才,人才,关键,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02353,决定的因素,人不是物,物,因素,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02354,森林,人类文明的摇篮,摇篮,森林,OB,物体,NT,自然,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02355,金融,经济体系的血脉,血脉,金融,BD,建筑,EC,经济,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02356,语言,人与人心灵沟通的桥梁,桥梁,语言,OB,物体,CM,通讯,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02357,提高科技创新能力,决定性因素,因素,能力,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02358,人才,事业发展的根本,根本,人才,LV,生命,HM,人体,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02359,作品,人格与才华的结晶,才华,作品,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02360,公有制,社会主义的命根子,命根子,公有制,BD,建筑,SC,社会,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02361,农业,国民经济的基础,基础,农业,AB,抽象,EC,经济,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02362,毛泽东思想,灯塔,灯塔,思想,OB,物体,TH,思维,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02363,渭河,陕西的母亲河,母亲河,渭河,HM,人体,NT,自然,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02364,政策和策略,党的生命,生命,策略,LV,生命,SC,社会,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02365,乡镇企业,农村经济的重要支柱,支柱,企业,OB,物体,EC,经济,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02366,核心价值观,文化软实力的灵魂,灵魂,价值观,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02367,政治,灵魂,灵魂,政治,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02368,国有大中型企业,国民经济的支柱,支柱,企业,AB,抽象,EC,经济,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02369,道德准则,利益冲突情况下人们行动的指南,指南,准则,OB,物体,MR,机器,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02370,模范人物,旗帜,旗帜,人物,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02371,自然科学,武装,武装,科学,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02372,水,农业的命脉,命脉,水,BD,建筑,OB,物体,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02373,猪牙,财富的象征,象征,猪牙,AB,抽象,OB,物体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02374,依法治税,灵魂,灵魂,治税,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02375,水,心灵的图腾,图腾,水,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02376,世界观和方法论,思想路线的根本基础,基础,方法论,AB,抽象,TH,思维,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02377,粮食,基础的基础,基础,粮食,AB,抽象,FD,食物,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02378,土,人们的衣食之本,本,土,LV,生命,NT,自然,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02379,美帝国主义,全世界人民的共同敌人,敌人,帝国主义,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02380,土地,胎床,胎床,土地,OB,物体,NT,自然,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02381,铁路,国民经济的大动脉,大动脉,铁路,BD,建筑,OB,物体,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02382,毛泽东思想,全世界人民进行革命斗争的强大的思想武器,武器,思想,WR,战争,TH,思维,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_02383,货币,组织社会主义经济必要的媒介,媒介,货币,AB,抽象,EC,经济,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02384,船上安装的智能集成平台,船舶的大脑,大脑,平台,BD,建筑,MC,医疗,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02385,畜,基础,基础,畜,AB,抽象,LV,生命,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02386,毛泽东思想,我们的命根子,命根子,思想,BD,建筑,TH,思维,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02387,煤矿,人间地狱,地狱,煤矿,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02388,信用,资本积累的强大杠杆,杠杆,信用,OB,物体,EC,经济,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02389,人,关键,关键,人,AB,抽象,HM,人体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02390,质量,效益的基础,基础,质量,AB,抽象,AB,抽象,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02391,报纸,知识的聚宝盆,聚宝盆,报纸,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02392,美帝国主义,纸老虎,纸老虎,帝国主义,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02393,声音,诗的载体,载体,声音,AB,抽象,SN,感知,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02394,批评和自我批评,增强党的力量的有力武器,武器,批评,WR,战争,AB,抽象,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_02395,毛泽东思想,我国革命和建设前进的光辉灯塔,灯塔,思想,OB,物体,TH,思维,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02396,文化,城市的灵魂,灵魂,文化,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02397,"""私""字",百病之源,源,"""字",BD,建筑,AB,抽象,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02398,互助组,农业生产合作社的根基,根基,互助组,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02399,水,生命之源,源,水,AB,抽象,OB,物体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02400,政策和策略,党的生命,生命,策略,LV,生命,SC,社会,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02401,人,生产力中最活跃的因素,因素,人,AB,抽象,HM,人体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02402,老年人,社会的宝贵财富,财富,老年人,EC,经济,HM,人体,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02403,列宁、斯大林关于民族解放斗争的辉煌学说,不可战胜的锐利武器,武器,辉煌学,WR,战争,AB,抽象,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_02404,剧本,基础,基础,剧本,AB,抽象,OB,物体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02405,毛主席的庄严声明,指路明灯,指路,声明,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02406,中苏两国牢不可破友谊,世界和平的保证,保证,友谊,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02407,市场经济,生产力发展的内在需求,需求,经济,AB,抽象,EC,经济,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02408,工人阶级,社会主义革命和社会主义建设的主力军,主力军,阶级,WR,战争,HM,人体,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_02409,决定的因素,人不是物,物,因素,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02410,人民,不可战胜的,战胜,人民,AB,抽象,HM,人体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02411,科技,国家强盛之基,基,科技,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02412,生产力,社会发展的最根本的因素,因素,生产力,AB,抽象,EC,经济,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02413,棉花,国家的战略物资,物资,棉花,OB,物体,LV,生命,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02414,国际法,各国进行国际交往的行为准则,准则,国际法,AB,抽象,SC,社会,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02415,服务青年,共青团工作的生命线,生命线,青年,BD,建筑,SC,社会,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02416,工会,我们党联系工人阶级的纽带和桥梁,桥梁,工会,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02417,党,革命的工具,工具,党,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02418,进步文艺,人民创造历史的再现,再现,文艺,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02419,关键环节,国家意志,意志,环节,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02420,小城镇,农村政治、经济、文化中心,中心,城镇,SP,空间,OB,物体,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02421,人,万物之灵,万物之灵,人,BD,建筑,HM,人体,4,抽象→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02422,法院,国家审判机关,机关,法院,MC,医疗,SC,社会,1,具体→具体,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_02423,农民,广大的消费者,消费者,农民,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02424,乡镇企业,农民就业和增收的载体,载体,企业,AB,抽象,EC,经济,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02425,电力部门,国民经济基础产业,产业,部门,EC,经济,EC,经济,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02426,水利,农业的命脉,命脉,水利,BD,建筑,EC,经济,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02427,无线电通讯,人类共享的资源,资源,通讯,EC,经济,AB,抽象,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02428,商河鼓子秧歌,中华民族民间舞蹈艺术的瑰宝,瑰宝,秧歌,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02429,国家机关干部,国家的宝贵财富,财富,干部,EC,经济,HM,人体,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02430,政治,统帅,统帅,政治,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02431,土地,农民的命根子,命根子,土地,BD,建筑,NT,自然,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02432,子弟兵,突击队,突击队,子弟兵,WR,战争,HM,人体,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_02433,美帝国主义,世界和平的最大威胁,威胁,帝国主义,AB,抽象,SC,社会,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02434,毛泽东思想,世界人民革命的最强大武器,武器,思想,WR,战争,TH,思维,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_02435,家庭,社会的基本细胞,细胞,家庭,LV,生命,SC,社会,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02436,美帝国主义,地球上最贪得无厌的东西,东西,帝国主义,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02437,木制乐器,洗衣板,洗衣板,乐器,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02438,我,女叛徒的狗崽子,狗崽子,我,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02439,嫂子,一只蝴蝶,蝴蝶,嫂子,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02440,学费,铁皮炉子和红柳根,根,学费,OB,物体,EC,经济,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02441,连长,猛虎,猛虎,连长,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02442,猫,老虎的师父,师父,猫,HM,人体,LV,生命,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02443,舞女,玫瑰色的蛮婆,蛮婆,舞女,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02444,庭长夫人,攻不破的堡垒,堡垒,夫人,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02445,那朵云,暴风雪的先兆,暴风雪,朵云,AB,抽象,NT,自然,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02446,女人,魔鬼,魔鬼,女人,NT,自然,HM,人体,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02447,儿女,花,花,儿女,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02448,老百姓,水,水,老百姓,NT,自然,HM,人体,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02449,钱财,人的血脉,血脉,钱财,BD,建筑,EC,经济,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02450,奶汁,血,血,奶汁,BD,建筑,BD,建筑,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02451,星星,死去的人变的,人变,星星,HM,人体,NT,自然,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02452,土司,山中的王者,王者,土司,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02453,高贵的夫人,死神,死神,夫人,NT,自然,HM,人体,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02454,学问,光明,光明,学问,NT,自然,AB,抽象,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02455,那点钱,棺材本儿,棺材,钱,OB,物体,EC,经济,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02456,山,地的乳头,乳头,山,BD,建筑,NT,自然,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02457,浪,海的乳头,乳头,浪,BD,建筑,NT,自然,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02458,语言,思想的乳头,乳头,语言,BD,建筑,CM,通讯,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02459,花朵,草木的乳头,乳头,花朵,BD,建筑,LV,生命,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02460,路灯,街道的乳头,乳头,路灯,BD,建筑,OB,物体,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02461,太阳,宇宙的乳头,乳头,太阳,BD,建筑,NT,自然,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02462,我的肠胃,台硬磁盘机,磁盘机,肠胃,MC,医疗,BD,建筑,1,具体→具体,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_02463,我住的地方,牢房,牢房,地方,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02464,金钱,人类社会万恶之源,万恶之源,金钱,AB,抽象,EC,经济,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02465,水利,农业的命,命,水利,LV,生命,EC,经济,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02466,姻缘,前生注定的,前生注定,姻缘,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02468,我,催化剂,催化剂,我,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02469,每一个人,它爪下的牺牲物,物,人,OB,物体,SC,社会,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02470,眼神,他意志的表露,表露,眼神,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02471,笑容,他本性的表露,表露,笑容,AB,抽象,SN,感知,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02472,位置,古怪地颠倒过来了,颠倒,位置,SP,空间,AB,抽象,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02473,名誉,他们灵魂里面最切身的,里面,名誉,SP,空间,AB,抽象,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02474,我,鹦鹉,鹦鹉,我,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02475,小东西,他忠心的奴隶,奴隶,东西,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02476,命运,谜一般的不可知,谜,命运,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02477,丘比特,个朝三暮四的天神,天神,丘比特,NT,自然,AB,抽象,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02478,电视屏幕,一道道的闪电,闪电,屏幕,NT,自然,OB,物体,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02479,通俗,他人侵凌的通道,通道,通俗,SP,空间,AB,抽象,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02480,逻辑,后人踩踏的阶梯,阶梯,逻辑,SP,空间,TH,思维,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02481,读书人,政治和文化之间的骑墙派,骑墙派,读书人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02482,回忆,能最好地涂抹出真实的诗歌色彩的画笔,画笔,回忆,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02483,过去的'我',三千年前的业障,业障,',AB,抽象,HM,人体,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02484,我的良心,你,你,良心,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02485,逃出去,由地狱入天堂,天堂,逃出,SP,空间,EV,事件,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02486,买卖,活的,活的,买卖,LV,生命,EC,经济,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02487,这,全市的脉搏,脉搏,这,BD,建筑,AB,抽象,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02488,道法这东西,尽人事听天命,尽人事听天命,东西,HM,人体,AB,抽象,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02489,本意,来看热闹,来看,本意,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02490,你们,兵,兵,你们,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02491,蓝色,河流,河流,蓝色,NT,自然,SN,感知,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02492,他,一个侠士领袖,领袖,他,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02493,你这,严重的政治错误,错误,你这,AB,抽象,EV,事件,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02494,[它],宠物,宠物,[,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02495,[我/人],披着人皮的怪物,怪物,],OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02496,炮声,大地制造的雷声,雷声,炮声,NT,自然,SN,感知,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02497,这风,个骄傲的家伙,家伙,这风,HM,人体,NT,自然,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02498,他的祖父,在与人下棋时劫尽棋亡,棋亡,祖父,SP,空间,LF,光线,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02499,钱,孩子,孩子,钱,HM,人体,EC,经济,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02500,艾晚,全厂最漂亮最厉害的姑娘,姑娘,艾晚,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02501,言语在这年青人口中,一种清新悦耳快乐的调子,调子,人口,SN,感知,AB,抽象,2,具体→抽象,146,0.7044,,,,,,,0.2818,,0.155,1
xb_02502,岚生先生,胖子,胖子,先生,BD,建筑,HM,人体,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02503,特别容易损害她处,那个热爱人生富于幻想忽略实际的性格,性格,处,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02504,我,千羊族长的后裔,后裔,我,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02505,煮饭做菜,下河抬石头,石头,做菜,HM,人体,EV,事件,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02506,师傅,老虎,老虎,师傅,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02507,花灿你这样欺人,丑事,丑事,花灿,MR,机器,EV,事件,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02508,这妇人,妓女出身,妓女,妇人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02509,这里的月亮,小说的意境,意境,月亮,AB,抽象,NT,自然,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02510,阿丽思小姐,一个可爱的好人,好人,小姐,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02511,这种人生,螺丝壳里的,螺丝壳,人生,SP,空间,LF,光线,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02512,对于政治,边缘人,人,政治,HM,人体,HM,人体,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02513,这一天天的日子,一餐餐的饭,饭,日子,FD,食物,TM,时间,2,具体→抽象,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_02514,这,人生的精华,精华,这,AB,抽象,AB,抽象,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02515,它,真事,真事,它,EV,事件,AB,抽象,4,抽象→具体,121,0.6781,,,,,,,0.2713,,0.1492,1
